0.02090	0.01590	0.01721	0.01132	0.03704	0.41413	0.51650	1.00000	0.40119
0.06217	0.01079	0.02271	0.03213	0.25477	0.41977	0.80234	0.95833	0.21879
0.00981	0.00732	0.01348	0.00617	0.03256	0.46066	0.53001	0.93750	0.36185
0.01433	0.01489	0.02646	0.00899	0.03310	0.41363	0.51140	1.00000	0.20689
0.07938	0.07140	0.18025	0.09051	0.05702	0.41360	0.89215	1.00000	0.13393
0.02327	0.03415	0.19659	0.08931	0.08363	0.41373	0.84068	0.97436	0.22629
0.09339	0.05186	0.18772	0.08258	0.08380	0.41389	0.91324	1.00000	0.18142
0.04175	0.02975	0.19516	0.07436	0.07556	0.41379	0.83036	1.00000	0.22761
0.09367	0.05855	0.17025	0.05091	0.10361	0.43259	0.90958	0.96296	0.16804
0.06512	0.02814	0.04720	0.05099	0.10667	0.41361	0.71172	1.00000	0.12317
0.12063	0.04519	0.03764	0.02208	0.09337	0.41360	0.73253	1.00000	0.12921
0.05167	0.03494	0.03942	0.04035	0.12228	0.41402	0.70268	1.00000	0.23818
0.04462	0.02752	0.19321	0.06389	0.25985	0.41419	1.00329	0.97778	0.21827
0.05292	0.04538	0.13103	0.05809	0.13148	0.41391	0.83281	1.00000	0.17694
0.03020	0.02147	0.13143	0.06357	0.10952	0.41392	0.77011	1.00000	0.27331
0.07167	0.05026	0.23698	0.08614	1.36183	0.41378	2.22066	0.87179	0.27955
0.04593	0.04205	0.08511	0.04008	0.13056	0.41377	0.75750	1.00000	0.13531
0.10114	0.05864	0.05674	0.02383	0.10025	0.41681	0.75740	1.00000	0.19034
0.04525	0.04177	0.16564	0.06148	0.18764	0.41391	0.91568	1.00000	0.12556
0.04795	0.02746	0.10998	0.03506	0.10776	0.41560	0.74382	1.00000	0.15184
0.07983	0.05880	0.05967	0.04275	0.35845	0.41633	1.01583	0.97619	0.14702
0.04593	0.05296	0.07356	0.05337	0.13087	0.41385	0.77054	1.00000	0.12992
0.05223	0.03654	0.07200	0.02716	0.17996	0.41411	0.78200	1.00000	0.17493
0.09191	0.09706	0.04103	0.04186	0.13814	0.41456	0.82456	1.00000	0.17693
0.05737	0.03607	0.08428	0.03760	0.16953	0.42315	0.80800	1.00000	0.14517
0.06420	0.04989	0.07971	0.04179	0.18890	0.41365	0.83814	0.97619	0.13413
0.03785	0.07872	0.06472	0.03018	0.21726	0.41456	0.84329	1.00000	0.14557
0.04746	0.06113	0.07612	0.04955	0.19089	0.41535	0.84050	0.96970	0.10015
0.05628	0.10018	0.07019	0.04408	0.16564	0.43081	0.86718	0.96970	0.10918
0.06299	0.05603	0.05272	0.04584	0.18286	0.43524	0.83568	0.97222	0.12115
0.10198	0.06441	0.10133	0.04353	0.17868	0.49697	0.98690	0.88889	0.08661
0.03646	0.05567	0.08656	0.04762	0.26809	0.41376	0.90817	0.97436	0.11922
0.08738	0.09183	0.06755	0.04617	0.28574	0.41385	0.99252	1.00000	0.06392
0.07269	0.04668	0.11427	0.07727	0.17590	0.41677	0.90359	0.96970	0.09166
0.10738	0.02601	0.19779	0.04346	0.65920	0.41589	1.44972	0.86667	0.02761
0.11002	0.08093	0.18554	0.06079	0.73461	0.42099	1.59288	0.83333	0.07954
0.05415	0.07097	0.07151	0.03229	0.91599	0.47347	1.61839	0.89744	0.07981
0.06015	0.10629	0.06157	0.03414	0.41242	0.41361	1.08818	0.97436	0.08653
0.12714	0.10685	0.06641	0.03237	0.46355	0.42749	1.22381	0.96296	0.06249
0.07436	0.03733	0.09293	0.03182	0.26463	0.42582	0.92689	0.96296	0.06729
0.04941	0.11659	0.05441	0.02569	0.25267	0.41479	0.91356	1.00000	0.08615
0.04460	0.07746	0.07671	0.03374	0.25040	0.41436	0.89727	1.00000	0.08658
0.04951	0.11502	0.05922	0.05646	0.24849	0.41379	0.94249	1.00000	0.13008
0.10256	0.10994	0.07273	0.03565	0.25582	0.41506	0.99174	1.00000	0.06687
0.06814	0.06762	0.09835	0.05707	0.29551	0.41406	1.00074	0.96667	0.04829
0.05935	0.13772	0.14861	0.03815	0.32167	0.42972	1.13522	0.96970	0.07625
0.07263	0.05229	0.05404	0.02925	0.29669	0.41423	0.91913	1.00000	0.07640
0.07869	0.06283	0.08949	0.06429	0.30906	0.41396	1.01831	1.00000	0.04255
0.03601	0.16987	0.04238	0.03453	0.27179	0.41433	0.96892	1.00000	0.07501
0.06752	0.09529	0.03219	0.04466	0.33158	0.41365	0.98489	1.00000	0.06549
0.08824	0.08608	0.05026	0.05435	0.52565	0.41365	1.21824	0.96296	0.03852
0.07323	0.11886	0.04220	0.04825	0.26128	0.41389	0.95771	1.00000	0.07407
0.05396	0.10218	0.08595	0.03799	0.29657	0.41697	0.99361	1.00000	0.05976
0.09128	0.15666	0.12296	0.04790	0.27265	0.42343	1.11488	1.00000	0.04650
0.08521	0.05405	0.08635	0.06959	0.34916	0.41406	1.05843	1.00000	0.05234
0.08856	0.06111	0.06211	0.07156	0.26598	0.42070	0.97002	0.97222	0.07420
0.08515	0.07261	0.05882	0.03808	0.27926	0.41455	0.94847	1.00000	0.05948
0.12978	0.05395	0.07249	0.04971	0.30612	0.42950	1.04154	0.96667	0.05550
0.05415	0.05327	0.07609	0.08764	0.26718	0.41364	0.95197	0.97436	0.08173
0.06993	0.05572	0.04017	0.03450	0.23492	0.41388	0.84911	1.00000	0.08504
0.12754	0.08015	0.04681	0.04018	0.26928	0.41523	0.97919	1.00000	0.04051
0.08014	0.10443	0.07419	0.03565	0.28718	0.41491	0.99651	1.00000	0.05861
0.08295	0.09065	0.04063	0.05074	0.22817	0.41456	0.90770	1.00000	0.07155
